numero;fecha;referencia;id;codigo_vendedor
2393;2015-11-24;P0PPPP0302;27361;4
2394;2015-11-24;P000PP0299;27361;4
2395;2015-11-24;P0PPPP0302;113123;4
2396;2015-11-23;P000PP0355;113123;4
2397;2015-11-24;P0PPPP0283;113013;4
2398;2015-11-24;P0PPPP0302;113013;4
2399;2015-11-24;P0PPPP0283;52953;4
2400;2015-11-25;P00PPP0282;41347;4
2401;2015-11-25;P00PPP0279;41347;4
2404;2015-11-25;B000AA0259;41347;23
2405;2015-11-25;P00PPP0280;41347;23
2406;2015-11-25;P0PPPP0283;41347;23
2407;2015-11-24;C000CC0230;101680;23
2408;2015-11-24;C00CCC0290;101680;23
2409;2015-11-24;SLN0010001;101680;23
2410;2015-11-25;C0000C0227;113382;23
2411;2015-11-25;B0000A0254;115031;23
2412;2015-11-23;B0000A0247;110981;23
2413;2015-11-23;B0000A0249;110981;23
2414;2015-11-25;P00PPP0281;52953;23
2415;2015-11-25;P00PPP0277;52953;23
2416;2015-11-25;SLN0010001;42757;23
2417;2015-11-25;SLN0050002;42757;23
2418;2015-11-26;C00CCC0290;114477;23
2419;2015-11-26;C00CCC0347;114477;23
2420;2015-11-26;C000CC0237;27361;23
2421;2015-11-26;C00CCC0290;27361;23
2422;2015-11-26;B00AAA0296;114477;23
2423;2015-11-26;B00AAA0297;114477;23
2424;2015-11-26;P00PPP0278;114477;23
2425;2015-11-26;P00PPP0280;114477;23
2426;2015-11-26;P00PPP0301;52953;23
2427;0000-00-00;;0;0
11013;2020-12-26;B000AA0563;30329;39
2428;2015-11-26;P00PPP0279;52953;23
2429;2015-11-28;C0000C0321;118999;4
2430;2015-11-28;C0000C0306;118999;4
2431;2015-11-28;C00CCC0290;101680;4
2432;2015-11-29;C00CCC0290;115531;4
2433;2015-11-29;C000CC0239;115531;4
2434;2015-11-29;C000CC0229;113123;4
2435;2015-11-29;C000CC0238;113123;4
2436;2015-11-29;C0000C0307;118372;4
2437;2015-11-29;C0000C0306;118372;4
2438;2015-11-27;B0000A0247;113382;4
2439;2015-11-28;B0000A0244;118372;4
2440;2015-11-29;P00PPP0277;115531;4
2441;2015-11-29;P00PPP0282;115531;4
2442;2015-11-28;P000PP0344;118372;4
2443;2015-11-30;B0000A0353;109211;4
2444;2015-11-30;B0000A0354;109211;4
2445;2015-11-30;C00CCC0287;109211;4
2446;2015-11-30;C00CCC0289;109211;4
2447;2015-12-01;P00PPP0301;12497;19
2448;2015-12-01;PPPPPP0286;12497;19
2449;2015-12-01;PPPPPP0286;27361;19
2450;2015-12-01;PPPPPP0285;27361;19
2451;2015-12-01;PPPPPP0285;114477;19
2452;2015-12-01;PPPPPP0284;114477;19
2453;2015-12-01;PPPPPP0285;109594;19
2454;2015-12-01;PPPPPP0285;109080;19
2455;2015-12-01;PPPPPP0286;109080;19
2456;2015-12-01;PPPPPP0286;101680;19
2457;2015-12-01;PPPPPP0284;101680;19
2458;2015-12-01;PPPPPP0284;115531;19
2459;2015-12-01;C00CCC0366;12497;23
2460;2015-12-01;C0CCCC0291;12497;23
2461;2015-11-30;C000CC0239;113123;23
2462;2015-11-30;C000CC0243;113123;23
2463;2015-11-29;B0000A0250;31143;23
2464;2015-11-29;B0000A0251;31143;23
2465;2015-11-29;SLN0010001;31143;23
2466;2015-11-30;B0000A0245;118999;23
2467;2015-11-30;B000AA0295;118999;23
2468;2015-11-30;B0000A0353;2;23
2469;2015-11-30;B000AA0257;2;23
2470;2015-12-01;PPPPPP0285;12497;23
2471;2015-12-01;PPPPPP0284;12497;2
2472;2015-12-01;C00CCC0290;12497;23
2473;2015-12-01;C00CCC0368;12497;23
2474;2015-12-01;B0000A0250;27361;23
2475;2015-12-01;B0AAAA0364;101680;23
2476;2015-12-01;B00AAA0297;12497;23
2477;2015-12-01;B00AAA0341;12497;23
2478;2015-12-01;B0000A0353;115845;23
2479;2015-12-01;B0000A0339;115845;23
2480;2015-12-01;B0AAAA0364;52953;23
2481;2015-12-01;B00AAA0341;52953;23
2482;2015-12-03;B0000A0354;45810;19
2483;2015-12-03;B000AA0258;45810;19
2484;2015-12-02;C0000C0227;48443;19
2485;2015-12-02;C0000C0321;48443;19
2486;2015-12-02;B0000A0330;48443;19
2487;2015-12-02;C00CCC0287;52953;19
2488;2015-12-02;C00CCC0290;52953;19
2489;2015-12-02;B00AAA0341;27125;19
2490;2015-12-02;B00AAA0297;27125;19
2491;2015-12-03;C00CCC0287;27125;19
2492;2015-12-03;C00CCC0366;27125;19
2493;2015-12-03;P00PPP0281;27125;19
2494;2015-12-03;P00PPP0280;27125;19
2495;2015-12-03;C00CCC0289;27125;19
2496;2015-12-03;C00CCC0367;27125;19
2497;2015-12-03;B000AA0340;27125;19
2498;2015-12-03;B000AA0258;27125;19
2499;2015-12-03;P00PPP0278;27125;19
2500;2015-12-03;P00PPP0282;27125;19
2501;2015-12-04;C00CCC0368;41347;19
2502;2015-12-04;B0AAAA0298;41347;19
2503;2015-12-04;B00AAA0341;41347;19
2504;2015-12-04;P00PPP0281;41347;19
2505;2015-12-04;P00PPP0280;41347;19
2506;2015-12-04;P00PPP0280;52953;19
2507;2015-12-04;P00PPP0279;52953;19
2508;2015-12-02;B00AAA0297;118999;19
2509;2015-11-18;B00AAA0296;117971;4
2510;2015-11-18;B00AAA0341;117971;4
2511;2015-11-18;B000AA0340;115890;4
2512;2015-11-18;B0000A0354;115890;4
2513;2015-11-13;P00PPP0282;113123;4
2514;2015-11-13;P00PPP0301;113123;4
2515;2015-12-04;C00CCC0365;41347;19
2516;2015-12-04;C00CCC0366;41347;19
2517;2015-12-04;C00CCC0368;83845;19
2518;2015-12-04;C00CCC0365;83845;19
2519;2015-12-04;C00CCC0365;27125;19
2520;2015-12-04;C00CCC0366;27125;19
2521;2015-12-04;C00CCC0289;52953;19
2522;2015-12-04;C00CCC0367;52953;19
2523;2015-12-04;B000AA0258;41347;19
2524;2015-12-04;B000AA0259;41347;19
2525;0000-00-00;;0;0
2526;2015-12-04;B00AAA0297;83845;19
2527;2015-12-04;P00PPP0278;52953;19
2528;2015-12-04;P000PP0272;52953;19
2529;2015-12-04;P00PPP0278;41347;19
2530;2015-12-04;P00PPP0277;41347;19
2531;2015-12-04;P00PPP0277;83845;19
2532;2015-12-04;P00PPP0280;83845;19
2533;2015-12-04;C00CCC0367;83845;19
2534;2015-12-04;C00CCC0366;83845;19
2535;2015-12-06;C0000C0358;73841;19
2536;2015-12-06;C0000C0227;118372;19
2537;2015-12-07;B0000A0249;117436;19
2538;2015-12-07;B00AAA0297;117436;19
2539;2015-12-06;P0000P0343;34050;19
2540;2015-12-08;C00CCC0287;85845;19
2541;2015-12-08;C00CCC0289;85845;19
2542;2015-12-08;B000AA0295;85845;19
2543;2015-12-08;B0000A0339;85845;19
2544;2015-12-09;B0AAAA0342;109594;19
2545;2015-12-08;P00PPP0277;85845;19
2546;2015-12-08;P00PPP0281;85845;19
2547;2015-12-08;P000PP0272;34050;19
2548;2015-12-08;P000PP0344;34050;19
2549;2015-12-08;SLN0010001;85845;19
2550;2015-12-08;SLN0050002;85845;19
2551;2015-12-09;B0AAAA0342;27125;19
2552;2015-12-09;B0AAAA0342;12497;19
2553;2015-12-09;B000AA0293;12497;19
2554;2015-12-09;B000AA0293;85845;19
2555;2015-12-09;B000AA0340;85845;19
2556;2015-12-09;B0AAAA0342;83845;19
2557;2015-12-09;B0AAAA0342;41335;19
2558;2015-12-09;P000PP0355;85845;19
2559;2015-12-09;P00PPP0301;85845;19
2560;2015-12-09;C00CCC0290;135;19
2561;2015-12-09;C00CCC0290;27125;19
2562;2015-12-09;C00CCC0290;85845;19
2563;2015-12-09;C000CC0228;85845;19
2564;2015-12-09;C00CCC0347;52953;19
2565;2015-12-09;C00CCC0356;52953;19
2566;2015-12-09;B000AA0293;114440;4
2567;2015-12-09;C00CCC0346;101680;4
2568;2015-12-09;C000CC0228;101680;4
2569;2015-12-09;SLN0010001;73841;4
2570;2015-12-09;SLN0050002;73841;4
2571;2015-12-10;SLN0010001;109211;4
2572;2015-12-10;SLN0050002;109211;4
2573;2015-12-09;B000AA0340;52953;4
2574;2015-12-09;B000AA0293;52953;4
2575;2015-12-09;B000AA0293;118999;4
2576;2015-12-09;B0000A0244;118999;4
2577;2015-12-09;B000AA0295;73841;4
2578;0000-00-00;;0;0
2579;2015-12-09;C00CCC0346;52953;4
2580;2015-12-09;C00CCC0288;52953;4
2581;2015-12-10;C000CC0228;73841;4
2582;2015-12-10;C00CCC0290;73841;4
2583;2015-12-10;C00CCC0290;83845;4
2584;2015-12-10;C00CCC0356;83845;4
2585;2015-12-09;P00PPP0282;52953;4
2586;2015-12-09;P00PPP0301;52953;4
2587;2015-12-09;P000PP0355;118372;4
2588;2015-12-09;P00PPP0278;118372;4
2589;2015-12-10;P00PPP0278;83845;4
2590;2015-12-10;P00PPP0279;83845;4
2591;2015-12-10;B000AA0258;83845;19
2592;2015-12-11;C00CCC0346;73841;19
2593;2015-12-11;C00CCC0356;73841;19
2594;2015-12-12;B0000A0248;52953;19
2595;2015-12-12;B0000A0353;52953;19
2596;2015-12-12;B0000A0254;117436;19
2597;2015-12-12;B000AA0295;117436;19
2598;2015-12-12;B000AA0259;112915;19
2599;2015-12-13;C000CC0228;11499;4
2600;2015-12-13;C000CC0229;11499;4
2601;2015-12-14;C00CCC0366;109211;4
2602;2015-12-14;C00CCC0368;109211;4
2603;2015-12-14;C00CCC0368;73841;4
2604;2015-12-14;C00CCC0288;73841;4
2605;2015-12-14;C00CCC0368;85845;4
2606;2015-12-14;C00CCC0347;85845;4
2607;2015-12-14;C000CC0228;108938;4
2608;2015-12-14;C000CC0241;108938;4
2609;2015-12-15;C0000C0227;34050;4
2610;2015-12-14;B0AAAA0298;135;4
2611;2015-12-14;B0AAAA0298;83845;4
2612;2015-12-14;B0AAAA0298;73841;4
2613;2015-12-14;B000AA0295;73841;4
2614;2015-12-14;B000AA0295;73841;4
2615;2015-12-14;B00AAA0296;73841;4
2616;2015-12-14;B00AAA0296;110981;4
2617;2015-12-14;B00AAA0296;85845;4
2618;2015-12-14;B0AAAA0298;85845;4
2619;2015-12-14;B0AAAA0298;52953;4
2620;2015-12-14;B00AAA0296;52953;4
2621;2015-12-14;P00PPP0278;135;4
2622;2015-12-14;P00PPP0280;135;4
2623;2015-12-14;P0PPPP0283;85845;4
2624;2015-12-14;P000PP0344;85845;4
2625;2015-12-14;P0PPPP0302;52953;19
2626;2015-12-14;P0PPPP0283;52953;19
2627;2015-12-15;P000PP0273;118823;19
2628;2015-12-15;P00PPP0281;118823;19
2629;2015-12-15;P0PPPP0302;29567;19
2630;2015-12-15;P0PPPP0283;29567;19
2631;2015-12-15;B000AA0293;29567;19
2632;2015-12-15;B0000A0249;29567;19
2633;2015-12-15;B00AAA0296;118372;19
2634;2015-12-12;SLN0010001;109123;22
2635;2015-12-12;C000CC0237;83845;4
2636;2015-12-12;C000CC0242;83845;4
2637;2015-12-12;B0000A0256;118372;22
2638;2015-12-12;B0000A0253;118372;22
2639;2015-12-12;P0000P0267;118372;22
2640;2013-02-11;C0000C0074;48443;4
2641;2015-12-15;C000CC0241;85845;4
2642;2015-12-15;SLN0010001;29567;4
2643;2015-12-15;C000CC0239;85845;4
2644;2015-12-15;P0PPPP0302;85845;4
2645;2015-12-15;P000PP0270;85845;4
2646;2015-12-15;C000CC0228;110981;4
2647;2015-12-15;C000CC0241;110981;4
2648;2015-12-15;P00PPP0281;110981;4
2649;2015-12-15;P000PP0299;110981;4
2650;2015-12-15;C00CCC0356;52221;4
2651;2015-12-15;B000AA0293;52221;4
2652;2015-12-15;B0000A0354;52221;4
2653;2015-12-16;C0000C0227;34050;4
2654;2015-12-16;C00CCC0346;101680;4
2655;2015-12-16;C000CC0228;101680;4
2656;2015-12-17;B000AA0295;118267;4
2657;2015-12-16;SCN0010004;110981;4
2658;2015-12-16;SCN0010002;110981;4
2659;2015-12-20;B0AAAA0342;12497;4
2660;2015-12-20;B0AAAA0364;12497;4
2661;2015-12-20;B0AAAA0298;12497;4
2662;2015-12-20;B00AAA0296;12497;4
2663;2015-12-20;B0AAAA0342;12497;4
2664;2015-12-20;B0AAAA0364;12497;4
2665;2015-12-20;B0AAAA0364;101680;4
2666;2015-12-20;B00AAA0297;101680;4
2667;2015-12-20;B00AAA0296;101680;4
2668;2015-12-20;B0AAAA0298;101680;4
2669;2015-12-20;B0AAAA0342;112814;4
2670;2015-12-20;B0AAAA0298;112814;4
2671;2015-12-20;B000AA0258;112814;4
2672;2015-12-20;B000AA0293;112814;4
2673;2015-12-20;B0000A0354;112814;4
2674;2015-12-20;B0000A0339;112814;4
2675;2015-12-20;B000AA0258;11499;4
2676;2015-12-20;B0AAAA0298;11499;4
2677;2015-12-20;B0AAAA0342;11499;4
2678;2015-12-20;B00AAA0297;11499;4
2679;2015-12-20;B0AAAA0342;13894;4
2680;2015-12-20;B000AA0259;13894;4
2681;2015-12-20;B0000A0247;13894;4
2682;2015-12-20;B0000A0249;13894;4
2683;2015-12-20;B00AAA0341;13894;4
2684;2015-12-20;B0AAAA0342;29567;4
2685;2015-12-20;B0AAAA0298;29567;4
2686;2015-12-20;B0000A0377;2;4
2687;2015-12-20;B0AAAA0342;2;4
2688;2015-12-20;B00AAA0297;83911;4
2689;2015-12-20;B00AAA0296;83911;4
2690;2015-12-20;B0AAAA0364;109211;4
2691;2015-12-20;B00AAA0297;109211;4
2692;2015-12-20;B0AAAA0364;113013;4
2693;2015-12-20;B0AAAA0298;113013;4
2694;2015-12-20;B0000A0377;27361;4
2695;2015-12-20;B00AAA0341;83845;4
2696;2015-12-20;B00AAA0296;83845;4
2697;2015-12-20;B0AAAA0342;109213;4
2698;2015-12-20;B00AAA0341;109213;4
2699;2015-12-20;B00AAA0341;85845;4
2700;2015-12-20;B0AAAA0364;85845;4
2701;2015-12-20;B0AAAA0342;80580;4
2702;2015-12-20;B00AAA0341;80580;4
2703;2015-12-20;B00AAA0296;118267;4
2704;2015-12-20;B0AAAA0342;118267;4
2705;2015-12-20;B000AA0293;115845;4
2706;2015-12-20;B0AAAA0364;115845;4
2707;2015-12-20;B0000A0377;115845;4
2708;2015-12-20;B000AA0294;115845;4
2709;2015-12-20;B00AAA0296;115027;4
2710;2015-12-20;B0AAAA0342;115027;4
2711;2015-12-20;PPPPPP0303;102763;4
2712;2015-12-20;PPPPPP0345;102763;4
2713;2015-12-20;PPPPPP0303;102763;4
2714;2015-12-20;PPPPPP0286;102763;4
2715;2015-12-20;PPPPPP0286;109211;4
2716;2015-12-20;PPPPPP0345;109211;4
2717;2015-12-20;PPPPPP0303;109211;4
2718;2015-12-20;P0PPPP0283;109211;4
2719;2015-12-20;PPPPPP0376;109211;4
2720;2015-12-20;P00PPP0375;109211;4
2721;2015-12-20;PPPPPP0303;27125;4
2722;2015-12-20;PPPPPP0345;27125;4
2723;2015-12-20;PPPPPP0284;27125;4
2724;2015-12-20;PPPPPP0285;27125;4
2725;2015-12-20;PPPPPP0286;27125;4
2726;2015-12-20;PPPPPP0376;27125;4
2727;2015-12-20;PPPPPP0345;12497;4
2728;2015-12-20;PPPPPP0303;12497;4
2729;2015-12-20;PPPPPP0284;12497;4
2730;2015-12-20;PPPPPP0285;12497;4
2731;2015-12-20;PPPPPP0286;12497;4
2732;2015-12-20;PPPPPP0303;12497;4
2733;2015-12-20;P00PPP0375;12497;4
2734;2015-12-20;PPPPPP0376;12497;4
2735;2015-12-20;PPPPPP0376;12497;4
2736;2015-12-20;PPPPPP0303;12497;4
2737;2015-12-20;PPPPPP0303;101680;4
2738;2015-12-20;PPPPPP0345;101680;4
2739;2015-12-20;PPPPPP0303;101680;4
2740;2015-12-20;PPPPPP0285;101680;4
2741;2015-12-20;P00PPP0277;101680;4
2742;2015-12-20;P00PPP0281;101680;4
2743;2015-12-20;P00PPP0375;101680;4
2744;2015-12-20;PPPPPP0376;101680;4
2745;2015-12-20;P0000P0374;101680;4
2746;2015-12-20;PPPPPP0303;27361;24
2747;2015-12-20;PPPPPP0376;27361;24
2748;2015-12-20;P00PPP0375;27361;24
2749;2015-12-20;PPPPPP0303;113013;24
2750;2015-12-20;PPPPPP0286;113013;24
2751;2015-12-20;PPPPPP0285;113013;24
2752;2015-12-20;PPPPPP0376;113013;24
2753;2015-12-20;PPPPPP0286;112814;24
2754;2015-12-20;PPPPPP0303;112814;24
2755;2015-12-20;PPPPPP0345;112814;24
2756;2015-12-20;PPPPPP0284;112814;24
2757;2015-12-20;P0PPPP0283;83845;24
2758;2015-12-20;PPPPPP0376;83845;24
2759;2015-12-20;P00PPP0375;83845;24
2760;2015-12-20;PPPPPP0376;109828;24
2761;2015-12-20;P0000P0374;109828;24
2762;2015-12-20;P00PPP0375;109828;24
2763;2015-12-20;P00PPP0375;34050;24
2764;2015-12-20;P00PPP0375;34050;24
2765;2015-12-20;PPPPPP0345;34050;24
2766;2015-12-20;PPPPPP0284;34050;24
2767;2015-12-20;PPPPPP0303;34050;24
2768;2015-12-20;P0000P0374;80580;24
2769;2015-12-20;P00PPP0375;80580;24
2770;2015-12-20;P00PPP0281;80580;24
2771;2015-12-20;P00PPP0301;80580;24
2772;2015-12-20;PPPPPP0285;11499;24
2773;2015-12-20;PPPPPP0303;11499;24
2774;2015-12-20;P0000P0374;2;24
2775;2015-12-20;P00PPP0375;108938;24
2776;2015-12-20;P00PPP0301;108938;24
2777;2015-12-20;PPPPPP0285;115531;24
2778;2015-12-20;PPPPPP0376;115531;24
2779;2015-12-20;PPPPPP0376;114477;24
2780;2015-12-20;PPPPPP0285;114477;24
2781;2015-12-20;P00PPP0375;115845;24
2782;2015-12-20;PPPPPP0376;115845;24
2783;2015-12-20;PPPPPP0345;115845;24
2784;2015-12-20;PPPPPP0284;115845;24
2785;2015-12-20;PPPPPP0284;85845;24
2786;2015-12-20;PPPPPP0303;85845;24
2787;2015-12-20;PPPPPP0286;85845;24
2788;2015-12-20;PPPPPP0345;85845;24
2789;2015-12-20;P00PPP0279;118372;24
2790;2015-12-20;P00PPP0375;109594;24
2791;2015-12-20;PPPPPP0376;109594;24
2792;2015-12-20;C00CCC0290;112814;24
2793;2015-12-20;C000CC0243;112814;24
2794;2015-12-20;C00CCC0373;112814;24
2795;2015-12-20;C00CCC0372;112814;24
2796;2015-12-20;C000CC0241;112814;24
2797;2015-12-20;C000CC0240;112814;24
2798;2015-12-20;C000CC0371;112814;24
2799;2015-12-20;C000CC0238;112814;24
2800;2015-12-20;C0CCCC0291;12497;24
2801;2015-12-20;C00CCC0373;12497;24
2802;2015-12-20;C00CCC0372;12497;24
2803;2015-12-20;C0CCCC0291;12497;24
2804;2015-12-20;C00CCC0366;113013;24
2805;2015-12-20;C00CCC0367;113013;24
2806;2015-12-20;C00CCC0373;113013;24
2807;2015-12-20;C00CCC0372;113013;24
2808;2015-12-20;C0CCCC0348;102763;24
2809;2015-12-20;C0CCCC0348;102763;24
2810;2015-12-20;C000CC0371;115531;24
2811;2015-12-20;C00CCC0373;115531;24
2812;2015-12-20;C000CC0371;2;24
2813;2015-12-20;C00CCC0373;27361;24
2814;2015-12-20;C00CCC0372;27361;24
2815;2015-12-20;C000CC0371;27361;24
2816;2015-12-20;C00CCC0372;27125;24
2817;2015-12-20;C00CCC0373;27125;24
2818;2015-12-20;C000CC0371;114477;24
2819;2015-12-20;C00CCC0372;114477;24
2820;2015-12-20;C00CCC0373;114477;24
2821;2015-12-20;C000CC0371;108938;24
2822;2015-12-20;C000CC0242;108938;24
2823;2015-12-20;C000CC0371;108938;24
2824;2015-12-20;C000CC0242;108938;24
2825;2015-12-20;C00CCC0372;52953;24
2826;2015-12-20;C00CCC0290;109828;24
2827;2015-12-20;C000CC0371;101680;24
2828;2015-12-20;C00CCC0372;101680;24
2829;2015-12-20;C00CCC0373;101680;24
2830;2015-12-20;C000CC0371;85845;24
2831;2015-12-20;C00CCC0372;85845;24
2832;2015-12-20;C000CC0371;109211;24
2833;2015-12-20;C00CCC0372;109211;24
2834;2015-12-20;C000CC0371;31143;24
2835;2015-12-20;C00CCC0368;31143;24
2836;2015-12-20;C000CC0371;11499;24
2837;2015-12-20;C0000C0351;11499;24
2838;2015-12-20;C0CCCC0304;12497;24
2839;2015-12-20;C0CCCC0304;12497;24
2840;2015-12-20;C0CCCC0304;102763;24
2841;2015-12-20;C0CCCC0304;102763;24
2842;2015-12-20;C0CCCC0304;27361;24
2843;2015-12-20;C0CCCC0304;2;24
2844;2014-08-23;B0000A0330;115031;4
2845;2014-08-13;C0000C0328;117971;4
2846;2014-07-07;C000CC0237;117971;4
2847;2015-12-20;SLN0010001;34050;4
2848;2015-12-20;SLN0050002;34050;4
2849;2015-12-20;SCN0010001;115531;4
2850;2015-12-20;SCN0010007;115531;4
2851;2015-12-20;SCN0010001;34050;4
2852;2015-12-20;SCN0010004;34050;4
2853;2015-12-20;B000AA0293;27361;23
2854;2015-12-20;P000PP0299;35324;23
2855;2015-12-20;P00PPP0375;34050;23
2856;2015-12-20;C000CC0371;83845;23
2857;2015-12-20;B0AAAA0364;73841;23
2858;2015-12-20;C00CCC0290;101680;23
2859;2015-12-20;B00AAA0297;101680;23
2860;2013-06-21;B0000A0193;119733;4
2861;2013-06-21;C0000C0063;119733;4
2862;2013-06-21;P0000P0039;119733;4
2863;2013-06-21;P00PPP0055;119733;4
2864;2013-06-21;P000PP0355;119733;4
2865;2013-06-21;P00PPP0196;119733;4
2866;2013-06-21;P00PPP0196;119733;4
2867;2013-06-21;P00PPP0197;119733;4
2868;2013-06-21;P00PPP0197;119733;4
2869;2013-06-21;C0000C0194;119733;4
2870;2013-06-21;C000CC0195;119733;4
2871;2013-06-21;C00CCC0290;119733;4
2872;2013-06-21;C00CCC0290;119733;4
2873;2013-06-21;C00CCC0290;119733;4
2874;2013-06-21;C00CCC0290;119733;4
2875;2013-06-21;C00CCC0290;119733;4
2876;2013-06-21;C00CCC0289;119733;4
2877;2013-06-21;C00CCC0289;119733;4
2878;2013-06-21;C0000C0227;119733;4
2879;2013-06-21;C0000C0227;119733;4
2880;2013-06-21;C0000C0227;119733;4
2881;2013-06-21;B000AA0192;119733;4
2882;2013-06-21;B0000A0254;119733;4
2883;2015-12-23;C000CC0371;29567;22
2884;2015-12-23;C00CCC0368;29567;22
2885;2015-12-23;SLN0010001;111473;22
2886;2015-12-23;SLN0050002;29567;22
2887;2015-12-23;SLN0010001;115890;22
2888;2015-12-23;SLN0050002;115890;22
2889;2015-12-23;SLN0010001;115031;22
2890;2015-12-24;SLN0010001;52221;22
2891;2015-12-24;SLN0050002;52221;22
2892;2015-12-24;SLN0010001;41335;22
2893;2015-12-24;SLN0010001;112915;22
2894;2015-12-24;SLN0010001;109213;22
2895;2015-12-24;SLN0050002;109213;22
2896;2015-12-24;SLN0010001;48443;22
2897;2015-12-24;SLN0010001;109560;22
2898;2015-12-24;C0000C0329;48443;22
2899;2015-12-24;C000CC0242;48443;22
2900;2015-12-24;B0000A0369;48443;22
2901;2015-12-24;B0000A0247;48443;22
2902;2015-12-24;P0000P0265;48443;22
2903;2015-12-24;P0000P0374;48443;22
2904;2015-12-24;B0AAAA0342;73841;22
2905;2015-12-24;B0AAAA0342;110981;22
2906;2015-12-24;B0000A0377;110981;22
2907;2015-12-24;PPPPPP0286;110981;22
2908;2015-12-24;PPPPPP0303;110981;22
2909;2015-12-24;C000CC0371;35324;22
2910;2015-12-24;C000CC0243;35324;22
2911;2015-12-24;B0000A0245;35324;22
2912;2015-12-24;B0000A0247;35324;22
2913;2015-12-24;P0000P0343;35324;22
2914;2015-12-24;P0000P0266;35324;22
2915;2015-12-24;PPPPPP0376;109213;22
2916;2015-12-24;PPPPPP0286;109213;22
2917;2015-12-26;BAAAAA0387;109594;19
2918;2015-12-26;BAAAAA0383;109594;19
2919;2015-12-26;BAAAAA0382;114477;22
2920;2015-12-26;BAAAAA0387;114477;22
2921;2015-12-26;BAAAAA0387;109213;22
2922;2015-12-26;BAAAAA0385;83845;22
2923;2015-12-26;BAAAAA0382;83845;22
2924;2015-12-26;BAAAAA0387;112814;22
2925;2015-12-26;BAAAAA0384;74802;22
2926;2015-12-26;BAAAAA0387;73841;22
2927;2015-12-26;PPPPPP0303;114477;22
2928;2015-12-26;PPPPPP0286;114477;22
2929;2015-12-27;C0000C0329;48443;23
2930;2015-12-27;C000CC0228;48443;23
2931;2015-12-27;B00AAA0297;48443;23
2932;2015-12-27;B0AAAA0364;48443;23
2933;2015-12-27;P000PP0299;48443;23
2934;2015-12-27;P00PPP0277;48443;23
2935;2015-12-27;C00CCC0373;66173;23
2936;2015-12-27;C00CCC0372;66173;23
2937;2015-12-27;B0AAAA0364;66173;23
2938;2015-12-27;B0AAAA0342;66173;23
2939;2015-12-27;PPPPPP0376;66173;23
2940;2015-12-27;PPPPPP0303;66173;23
2941;2015-12-27;PPPPPP0285;115890;23
2942;2015-12-27;PPPPPP0303;115890;23
2943;2012-03-08;B0000A0027;41335;19
2945;2014-08-12;B00AAA0297;111473;22
2946;2014-08-12;B00AAA0296;111473;22
2947;2015-12-28;BAAAAA0391;113013;22
2948;2015-12-28;BAAAAA0390;12497;22
2949;2015-12-28;C0CCCC0389;27361;22
2950;2015-12-28;C0CCCC0388;27361;22
2951;2015-12-28;BAAAAA0392;116160;22
2952;2015-12-28;C00CCC0367;66173;22
2953;2015-12-28;C00CCC0366;66173;22
2954;2015-12-28;C0000C0329;48443;22
2955;2015-12-28;C000CC0236;48443;22
2956;2015-12-28;B00AAA0296;112915;22
2957;2015-12-28;B0AAAA0342;113123;22
2958;2015-12-28;B0AAAA0342;115031;22
2959;2015-12-28;BAAAAA0383;102763;22
2960;2015-12-28;BAAAAA0385;102763;22
2961;2015-12-28;PPPPPP0284;66173;4
2962;2015-12-28;PPPPPP0345;66173;4
2963;2015-12-28;PPPPPP0376;48443;4
2964;2015-12-28;PPPPPP0303;48443;4
2965;2015-12-29;C00CCC0368;116160;4
2966;2015-12-29;C0CCCC0357;109211;4
2967;2015-12-29;C0CCCC0291;109211;4
2968;2015-12-27;SLN0050002;48443;4
2969;2015-12-29;BAAAAA0394;115531;22
2970;2015-12-29;BAAAAA0393;73841;22
2971;2015-12-29;SLN0050002;41347;19
2972;2015-12-30;SLN0050002;101680;19
2973;2015-12-30;SLN0050002;112915;22
2974;2015-12-30;BAAAAA0383;48443;22
2975;2015-12-30;B0000A0245;108938;22
2976;2015-12-30;B0000A0246;108938;22
2977;2015-12-30;BAAAAA0385;27125;22
2978;2015-12-31;B000AA0258;119732;22
2979;2015-12-31;B0000A0377;119732;22
2980;2015-12-29;B000AA0258;119732;4
2981;2015-12-29;CCCCCC0292;119732;4
2982;2015-12-29;PPPPPP0285;66173;4
2983;2015-12-29;P00PPP0375;66173;4
2984;2015-12-29;PPPPPP0286;48443;4
2985;2015-12-29;P00PPP0375;48443;4
2986;2015-12-29;PPPPPP0345;109080;4
2987;2015-12-29;PPPPPP0376;109080;4
2988;2015-12-30;PPPPPP0345;27125;4
2989;2015-12-30;PPPPPP0286;27125;4
2990;2015-12-29;C00CCC0288;48443;4
2991;2015-12-29;C00CCC0356;48443;4
2992;2015-12-30;C000CC0237;113426;4
2993;2015-12-30;C000CC0371;113426;4
2994;2015-12-30;C000CC0371;31143;4
2995;2015-12-30;C00CCC0346;31143;4
2996;2015-12-28;B000AA0257;48443;22
2997;2015-12-28;B0000A0377;48443;22
2998;2015-12-30;B00AAA0341;31143;22
2999;2015-12-30;B0AAAA0342;31143;22
3000;2015-12-31;BAAAAA0383;113013;22
3001;2016-01-02;C0000C0329;48443;23
3002;2016-01-02;C00CCC0372;48443;23
3003;2016-01-02;P0PPPP0302;48443;23
3004;2016-01-02;PPPPPP0285;48443;23
